ticker,name,asset_type,exchange,sector,industry,theme,decision_bucket,decision_subtype,confidence,main_reason,primary_blocker,supporting_features,blocked_features,excluded_features,missing_data,next_action,next_best_action,data_readiness_score,readiness_score,data_confidence,analysis_score,decision_score,feature_summary,updated_at,Reason
SVAC,Spring Valley Acquisition Corp. III - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVAC.,Import staged price rows or refresh price provider for SVAC.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.041280+00:00,Missing usable price data.
SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVAQ.,Import staged price rows or refresh price provider for SVAQ.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.041438+00:00,Missing usable price data.
SVC,Service Properties Trust - Shares of Beneficial Interest,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVC.,Import staged price rows or refresh price provider for SVC.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.041590+00:00,Missing usable price data.
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVCC.,Import staged price rows or refresh price provider for SVCC.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.041723+00:00,Missing usable price data.
SVCO,"Silvaco Group, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVCO.,Import staged price rows or refresh price provider for SVCO.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.041849+00:00,Missing usable price data.
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVIV.,Import staged price rows or refresh price provider for SVIV.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.041970+00:00,Missing usable price data.
SVRA,"Savara, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVRA.,Import staged price rows or refresh price provider for SVRA.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042094+00:00,Missing usable price data.
SVRN,OceanPal Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SVRN.,Import staged price rows or refresh price provider for SVRN.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042216+00:00,Missing usable price data.
SW,Smurfit Westrock,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SW.,Import staged price rows or refresh price provider for SW.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042337+00:00,Missing usable price data.
SWAG,"Stran & Company, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SWAG.,Import staged price rows or refresh price provider for SWAG.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042457+00:00,Missing usable price data.
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SWBI.,Import staged price rows or refresh price provider for SWBI.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042579+00:00,Missing usable price data.
SWIM,"Latham Group, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SWIM.,Import staged price rows or refresh price provider for SWIM.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042697+00:00,Missing usable price data.
SWK,Stanley Black & Decker,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SWK.,Import staged price rows or refresh price provider for SWK.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042817+00:00,Missing usable price data.
SWKS,Skyworks Solutions,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for SWKS.,Import staged price rows or refresh price provider for SWKS.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:47.042935+00:00,Missing usable price data.
